classification,init_url,page_num
"手机,手机配件,便携/无线音响","http://list.jd.com/list.html?cat=9987,830,11301",18
"厨具,茶具/咖啡具,茶叶罐","http://list.jd.com/list.html?cat=6196,11143,11152",160
"珠宝首饰,黄金,黄金项链","http://list.jd.com/list.html?cat=6144,6145,13101",147
"图书,社会科学","http://list.jd.com/list.html?cat=1713,3281&jth=i",211
"个护化妆,女性护理,私密护理","http://list.jd.com/list.html?cat=1316,1385,1410",82
"食品饮料,粮油调味,米面杂粮","http://list.jd.com/list.html?cat=1320,1584,2675",213
"家居家装,家纺,凉席","http://list.jd.com/list.html?cat=1620,1621,11963",112
"家用电器,生活电器,净水器","http://list.jd.com/list.html?cat=737,738,898",122
"母婴,童装童鞋,儿童配饰","http://list.jd.com/list.html?cat=1319,11842,3977",256
"鞋靴,时尚女鞋,坡跟鞋","http://list.jd.com/list.html?cat=11729,11731,12061",60
"数码,影音娱乐,苹果配件","http://list.jd.com/list.html?cat=652,828,5270",97
"生鲜,水果,苹果","http://list.jd.com/list.html?cat=12218,12221,13554",24
"本地生活/旅游出行,游戏,游戏点卡","http://list.jd.com/list.html?cat=4938,4941,4835",122
"服饰内衣,服饰配件,礼帽","http://list.jd.com/list.html?cat=1315,1346,12025",170
"汽车用品,安全自驾,保温箱","http://list.jd.com/list.html?cat=6728,6747,6804",63
"母婴,洗护用品,洗衣液/皂","http://list.jd.com/list.html?cat=1319,1527,1557",87
"珠宝首饰,黄金,黄金戒指","http://list.jd.com/list.html?cat=6144,6145,6149",74
"服饰内衣,内衣,吊带/背心","http://list.jd.com/list.html?cat=1315,1345,1365",205
"玩具乐器,DIY玩具,手工彩泥","http://list.jd.com/list.html?cat=6233,6279,6281",200
"厨具,茶具/咖啡具,茶杯","http://list.jd.com/list.html?cat=6196,11143,11149",222
"玩具乐器,乐器,钢琴","http://list.jd.com/list.html?cat=6233,6291,6294",25
"家居家装,灯具,装饰灯","http://list.jd.com/list.html?cat=1620,1623,1650",15
"手机,手机配件,手机保护套","http://list.jd.com/list.html?cat=9987,830,866",294
"家用电器,厨房小电,酸奶机","http://list.jd.com/list.html?cat=737,752,762",12
"服饰内衣,男装,西服套装","http://list.jd.com/list.html?cat=1315,1342,9738",247
"图书,港台图书,經濟管理","http://list.jd.com/list.html?cat=1713,3295,6954",31
"珠宝首饰,钻石,钻石项链/吊坠","http://list.jd.com/list.html?cat=6144,6160,6163",218
"电脑、办公,电脑配件,刻录机/光驱","http://list.jd.com/list.html?cat=670,677,684",7
"整车,二手车,中型车（二手）","http://list.jd.com/list.html?cat=12379,13302,13306",225
"电脑、办公,电脑整机,台式机","http://list.jd.com/list.html?cat=670,671,673",263
"厨具,厨房配件,储物/置物架","http://list.jd.com/list.html?cat=6196,6214,11977",220
"珠宝首饰,木手串/把件,金丝楠","http://list.jd.com/list.html?cat=6144,12041,12050",133
"家用电器,厨房小电,电热饭盒","http://list.jd.com/list.html?cat=737,752,12398",6
"数码,智能设备,智能配饰","http://list.jd.com/list.html?cat=652,12345,12352",22
"生鲜,水果,菠萝/凤梨","http://list.jd.com/list.html?cat=12218,12221,13566",4
"个护化妆,洗发护发,染发","http://list.jd.com/list.html?cat=1316,1386,11924",201
"母婴,喂养用品,奶瓶奶嘴","http://list.jd.com/list.html?cat=1319,1526,7060",271
"运动户外,健身训练,仰卧板/收腹机","http://list.jd.com/list.html?cat=1318,1463,12112",213
"汽车用品,维修保养,刹车片/盘","http://list.jd.com/list.html?cat=6728,6742,11859",333
"个护化妆,身体护理,颈部","http://list.jd.com/list.html?cat=1316,1383,1394",21
"手机,运营商,办号卡","http://list.jd.com/list.html?cat=9987,6880,1195",6
"母婴,洗护用品,座便器","http://list.jd.com/list.html?cat=1319,1527,1562",68
"个护化妆,洗发护发,造型","http://list.jd.com/list.html?cat=1316,1386,11925",107
"运动户外,户外装备,望远镜","http://list.jd.com/list.html?cat=1318,1462,1480",266
"礼品箱包,礼品,火机烟具","http://list.jd.com/list.html?cat=1672,2599,1440",315
"数码,影音娱乐,MP3/MP4配件","http://list.jd.com/list.html?cat=652,828,1274",4
"汽车用品,车载电器,蓝牙设备","http://list.jd.com/list.html?cat=6728,6740,9962",189
"家用电器,个护健康,电吹风","http://list.jd.com/list.html?cat=737,1276,740",48
"珠宝首饰,时尚饰品,胸针","http://list.jd.com/list.html?cat=6144,6182,6193",215
"运动户外,运动服饰,套装","http://list.jd.com/list.html?cat=1318,12102,9767",248
"服饰内衣,内衣,连裤袜/丝袜","http://list.jd.com/list.html?cat=1315,1345,9748",212
"手机,手机配件,数据线","http://list.jd.com/list.html?cat=9987,830,13661",227
"电脑、办公,办公设备,验钞/点钞机","http://list.jd.com/list.html?cat=670,716,725",20
"珠宝首饰,珍珠,珍珠胸针","http://list.jd.com/list.html?cat=6144,12042,12058",38
"电脑、办公,电脑配件,主板","http://list.jd.com/list.html?cat=670,677,681",33
"鞋靴,流行男鞋,增高鞋","http://list.jd.com/list.html?cat=11729,11730,12066",239
"服饰内衣,服饰配件,毛线/布面料","http://list.jd.com/list.html?cat=1315,1346,12038",103
"汽车用品,美容清洗,车蜡","http://list.jd.com/list.html?cat=6728,6743,11875",56
"厨具,水具酒具,塑料杯","http://list.jd.com/list.html?cat=6196,6219,6220",104
"数码,数码配件,机身附件","http://list.jd.com/list.html?cat=652,829,10971",166
"家用电器,五金家装,家具五金","http://list.jd.com/list.html?cat=737,1277,4834",3
"汽车用品,品牌,车系,年款,车型,维修保养,机油","http://list.jd.com/list.html?cat=6728,6742,11849",200
"运动户外,户外鞋服,T恤","http://list.jd.com/list.html?cat=1318,2628,12130",218
"家用电器,个护健康,剃/脱毛器","http://list.jd.com/list.html?cat=737,1276,742",26
"珠宝首饰,木手串/把件,黄花梨","http://list.jd.com/list.html?cat=6144,12041,12048",249
"母婴,营养辅食,清火/开胃","http://list.jd.com/list.html?cat=1319,1524,1539",25
"食品饮料,休闲食品,饼干蛋糕","http://list.jd.com/list.html?cat=1320,1583,1595",269
"生鲜,海鲜水产,海参","http://list.jd.com/list.html?cat=12218,12222,12240",42
"个护化妆,身体护理,沐浴","http://list.jd.com/list.html?cat=1316,1383,1401",222
"母婴,妈妈专区,孕期营养","http://list.jd.com/list.html?cat=1319,4997,6319",15
"运动户外,户外鞋服,户外风衣","http://list.jd.com/list.html?cat=1318,2628,12131",214
"汽车用品,车载电器,智能车机","http://list.jd.com/list.html?cat=6728,6740,13248",287
"运动户外,健身训练,其他大型器械","http://list.jd.com/list.html?cat=1318,1463,12110",203
"鞋靴,时尚女鞋,鞋配件","http://list.jd.com/list.html?cat=11729,11731,9779",212
"运动户外,游泳用品,泳镜","http://list.jd.com/list.html?cat=1318,12154,12155",96
"母婴,安全座椅,增高垫","http://list.jd.com/list.html?cat=1319,12193,12196",4
"家用电器,厨房小电,电炖锅","http://list.jd.com/list.html?cat=737,752,9249",27
"运动户外,户外装备,野餐用品","http://list.jd.com/list.html?cat=1318,1462,1477",269
"手机,手机通讯,对讲机","http://list.jd.com/list.html?cat=9987,653,659",109
"电脑、办公,电脑整机,平板电脑配件","http://list.jd.com/list.html?cat=670,671,5146",203
"汽车用品,美容清洗,洗车配件","http://list.jd.com/list.html?cat=6728,6743,11880",234
"玩具乐器,模型玩具,拼插模型","http://list.jd.com/list.html?cat=6233,6253,6262",212
"运动户外,健身训练,武术搏击","http://list.jd.com/list.html?cat=1318,1463,5153",291
"生鲜,海鲜水产,海产礼盒","http://list.jd.com/list.html?cat=12218,12222,13580",22
"汽车用品,安全自驾,摩托车装备","http://list.jd.com/list.html?cat=6728,6747,9985",312
"珠宝首饰,时尚饰品,手链/脚链","http://list.jd.com/list.html?cat=6144,6182,6189",242
"汽车用品,车载电器,行车记录仪","http://list.jd.com/list.html?cat=6728,6740,6964",306
"图书,文化","http://list.jd.com/list.html?cat=1713,3280&jth=i",248
"玩具乐器,健身玩具,爬行垫/毯","http://list.jd.com/list.html?cat=6233,6260,6266",228
"运动户外,户外鞋服,滑雪服","http://list.jd.com/list.html?cat=1318,2628,12125",210
"汽车用品,维修保养,汽修工具","http://list.jd.com/list.html?cat=6728,6742,6795",214
"厨具,水具酒具,酒杯/酒具","http://list.jd.com/list.html?cat=6196,6219,6225",227
"母婴,童车童床,餐椅摇椅","http://list.jd.com/list.html?cat=1319,1528,1565",33
"运动户外,健身训练,运动护具","http://list.jd.com/list.html?cat=1318,1463,1487",317
"服饰内衣,女装,大码女装","http://list.jd.com/list.html?cat=1315,1343,9722",294
"汽车用品,维修保养,火花塞","http://list.jd.com/list.html?cat=6728,6742,6767",277
"图书,港台图书,少兒","http://list.jd.com/list.html?cat=1713,6929,9381",65
"玩具乐器,适用年龄,1-3岁","http://list.jd.com/list.html?cat=6233,6234,6241",121
"个护化妆,身体护理,美胸","http://list.jd.com/list.html?cat=1316,1383,11928",30
"食品饮料,粮油调味,南北干货","http://list.jd.com/list.html?cat=1320,1584,2678",199
"手机,手机配件,车载配件","http://list.jd.com/list.html?cat=9987,830,864",125
"整车,全新整车,中大型车","http://list.jd.com/list.html?cat=12379,12380,12385",7
"礼品箱包,奢侈品,箱包","http://list.jd.com/list.html?cat=1672,2615,9186",321
"厨具,烹饪锅具,锅具套装","http://list.jd.com/list.html?cat=6196,6197,6205",81
"生鲜,禽肉蛋品,蛋类","http://list.jd.com/list.html?cat=12218,13586,12250",85
"运动户外,骑行运动,城市自行车","http://list.jd.com/list.html?cat=1318,12115,12119",102
"运动户外,户外鞋服,雪地靴","http://list.jd.com/list.html?cat=1318,2628,12135",22
"玩具乐器,益智玩具,摇铃/床铃","http://list.jd.com/list.html?cat=6233,6271,6276",110
"玩具乐器,遥控/电动,遥控船","http://list.jd.com/list.html?cat=6233,6235,6247",37
"服饰内衣,女装,正装裤","http://list.jd.com/list.html?cat=1315,1343,9718",235
"厨具,烹饪锅具,奶锅","http://list.jd.com/list.html?cat=6196,6197,6204",32
"手机,运营商,选号中心","http://list.jd.com/list.html?cat=9987,6880,12360",9
"母婴,喂养用品,暖奶消毒","http://list.jd.com/list.html?cat=1319,1526,1551",75
"珠宝首饰,木手串/把件,沉香木","http://list.jd.com/list.html?cat=6144,12041,12049",244
"鞋靴,时尚女鞋,雨鞋/雨靴","http://list.jd.com/list.html?cat=11729,11731,9777",87
"钟表,钟表,瑞表","http://list.jd.com/list.html?cat=5025,5026,13673",306
"生鲜,水果,芒果","http://list.jd.com/list.html?cat=12218,12221,13558",8
"珠宝首饰,黄金,黄金吊坠","http://list.jd.com/list.html?cat=6144,6145,6147",160
"厨具,水具酒具,陶瓷/马克杯","http://list.jd.com/list.html?cat=6196,6219,6222",185
"鞋靴,流行男鞋,传统布鞋","http://list.jd.com/list.html?cat=11729,11730,6910",144
"汽车用品,维修保养,防冻液","http://list.jd.com/list.html?cat=6728,6742,6756",47
"生鲜,冷冻食品,奶酪黄油","http://list.jd.com/list.html?cat=12218,13591,13597",4
"家用电器,五金家装,灯具","http://list.jd.com/list.html?cat=737,1277,1295",3
"数码,电子教育,早教益智","http://list.jd.com/list.html?cat=652,12346,12359",35
"生鲜,海鲜水产,海产干货","http://list.jd.com/list.html?cat=12218,12222,12245",20
"厨具,厨房配件,厨房DIY/小工具","http://list.jd.com/list.html?cat=6196,6214,11978",252
"运动户外,户外鞋服,羽绒服/棉服","http://list.jd.com/list.html?cat=1318,2628,12126",269
